"Agency.Id","Agency.Name","Program.Id","Program.Name","Activity.Id","Activity.Name","Subactivity.Id","Subactivity.Name","Fund.Id","Fund.Name","Detailed.Fund.Id","Detailed.Fund.Name","Object.Id","Object.Name","Subobject.Id","Subobject.Name","FY12_Adopted","FY12_AAO","FY12_Adjusted","FY12_BAPS.Actual","FY12_Net.Actual","FY12_Sur.Def","FY13_Adopted","FY13_AAO","FY13_Adjusted","FY13_BAPS.Actual","FY13_Net.Actual","FY13_Sur.Def","FY14_Adopted","FY14_AAO","FY14_Adjusted","FY14_BAPS.Actual","FY14_Net.Actual","FY14_Sur.Def","FY15_Adopted","FY15_AAO","FY15_Adjusted","FY15_BAPS.Actual","FY15_Net.Actual","FY15_Sur.Def","FY16_Adopted","FY16_AAO","FY16_Adjusted","FY16_BAPS.Actual","FY16_Net.Actual","FY16_Sur.Def","FY17_Adopted","FY17_AAO","FY17_Adjusted","FY17_BAPS.Actual","FY17_Net.Actual","FY17_Sur.Def","FY18_Adopted"
7000,"Transportation",230,"Administration",10,"Transportation Planning",0,"Default Sub-Activity",6000,"Special",6000,"Unallocated Special Grants",3,"Contractual Services",326,"Other Professional Services",0,0,0,0,-949,949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7000,"Transportation",230,"Administration",2,"Support Services",0,"Default Sub-Activity",1001,"General",1001,"General",3,"Contractual Services",305,"Municipal Telephone Exchange",0,0,0,0,0,0,0,0,0,4288,4288,-4288,0,0,0,182,182,-182,0,0,0,413,413,-413,0,0,0,1312,1312,-1312,0,0,0,1383,1383,-1383,0
7000,"Transportation",230,"Administration",2,"Support Services",0,"Default Sub-Activity",1001,"General",1001,"General",3,"Contractual Services",310,"Municipal Post Office",0,0,0,0,0,0,0,0,0,4862,4862,-4862,0,0,0,0,0,0,0,0,0,1,1,-1,0,0,0,4800,4800,-4800,0,0,0,0,0,0,0
7000,"Transportation",230,"Administration",2,"Support Services",0,"Default Sub-Activity",1001,"General",1001,"General",3,"Contractual Services",311,"Rental of Business Machines",0,0,0,0,0,0,0,0,0,2526,2704,-2704,0,0,0,711,888,-888,0,0,0,722,556,-556,0,0,0,0,0,0,0,0,0,0,0,0,0
7000,"Transportation",230,"Administration",2,"Support Services",0,"Default Sub-Activity",3001,"Motor Vehicle",3001,"Motor Vehicle",3,"Contractual Services",305,"Municipal Telephone Exchange",0,0,0,3859,3859,-3859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7000,"Transportation",230,"Administration",2,"Support Services",0,"Default Sub-Activity",3001,"Motor Vehicle",3001,"Motor Vehicle",3,"Contractual Services",310,"Municipal Post Office",0,0,0,4808,4808,-4808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7000,"Transportation",230,"Administration",2,"Support Services",0,"Default Sub-Activity",3001,"Motor Vehicle",3001,"Motor Vehicle",3,"Contractual Services",311,"Rental of Business Machines",0,0,0,3430,3430,-3430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7000,"Transportation",230,"Administration",20,"Construction Contract Inspection and Testing ",0,"Default Subactivity",1001,"General",1001,"General",0,"Transfers",0,"Unallocable Credits (General)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-19626,-19626,19626,0
7000,"Transportation",230,"Administration",20,"Construction Contract Inspection and Testing ",0,"Default Subactivity",1001,"General",1001,"General",3,"Contractual Services",305,"Municipal Telephone Exchange",0,0,0,0,0,0,0,0,0,1128,1128,-1128,0,0,0,225,225,-225,0,0,0,-272,-272,272,0,0,0,434,434,-434,0,0,0,460,460,-460,0
7000,"Transportation",230,"Administration",20,"Construction Contract Inspection and Testing ",0,"Default Subactivity",1001,"General",1001,"General",3,"Contractual Services",325,"Rental of Operating Equipment",0,0,0,0,0,0,0,0,0,200,200,-200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7000,"Transportation",230,"Administration",20,"Construction Contract Inspection and Testing ",0,"Default Subactivity",3001,"Motor Vehicle",3001,"Motor Vehicle",3,"Contractual Services",305,"Municipal Telephone Exchange",0,0,0,979,979,-979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7000,"Transportation",230,"Administration",22,"Contract Administration",0,"Default Subactivity",3001,"Motor Vehicle",3001,"Motor Vehicle",4,"Materials and Supplies",455,"Ceremonial Awards Supplies",0,0,0,0,-276,276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7000,"Transportation",230,"Administration",25,"Default Activity",0,"Default Subactivity",1001,"General",1001,"General",3,"Contractual Services",325,"Rental of Operating Equipment",0,0,0,0,0,0,0,0,0,784,784,-784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7000,"Transportation",230,"Administration",25,"Default Activity",0,"Default Subactivity",3001,"Motor Vehicle",3001,"Motor Vehicle",3,"Contractual Services",325,"Rental of Operating Equipment",0,0,0,825,825,-825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7000,"Transportation",230,"Administration",25,"Default Activity",0,"Default Subactivity",3001,"Motor Vehicle",3001,"Motor Vehicle",3,"Contractual Services",334,"Internet Service",0,0,0,0,-74,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7000,"Transportation",230,"Administration",30,"Urban Youth Corps Program",0,"Default Subactivity",4000,"Federal",4000,"Unallocated Federal Grants",3,"Contractual Services",326,"Other Professional Services",0,0,0,249949,249949,-249949,0,0,0,0,-25813,25813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7000,"Transportation",230,"Administration",8,"Ridesharing",0,"Default Sub-Activity",5000,"State",5000,"Unallocated State Grants",3,"Contractual Services",305,"Municipal Telephone Exchange",0,0,0,492,492,-492,0,0,0,661,661,-661,0,0,0,775,775,-775,0,0,0,577,577,-577,0,0,0,461,461,-461,0,0,0,243,243,-243,0
7000,"Transportation",230,"Administration",8,"Ridesharing",0,"Default Sub-Activity",5000,"State",5000,"Unallocated State Grants",3,"Contractual Services",307,"Printing",0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-691,691,0,0,0,0,0,0,0
7000,"Transportation",230,"Administration",8,"Ridesharing",0,"Default Sub-Activity",5000,"State",5000,"Unallocated State Grants",3,"Contractual Services",308,"Advertising",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3000,3000,0,0,0,0,0,0,0
7000,"Transportation",230,"Administration",8,"Ridesharing",0,"Default Sub-Activity",5000,"State",5000,"Unallocated State Grants",3,"Contractual Services",313,"Rental of Real Property",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-365,365,0,0,0,0,0,0,0,0,0,0,0,0,0
7000,"Transportation",231,"Traffic Engineering",1,"Administration",0,"Default Sub-Activity",1001,"General",1001,"General",0,"Transfers",0,"Unallocable Credits (General)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,546,546,-546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2900,-2900,2900,0
7000,"Transportation",231,"Traffic Engineering",1,"Administration",0,"Default Sub-Activity",1001,"General",1001,"General",3,"Contractual Services",305,"Municipal Telephone Exchange",0,0,0,0,0,0,0,0,0,56911,56911,-56911,0,0,0,4758,4758,-4758,0,0,0,-4399,-4399,4399,0,0,0,1575,1575,-1575,0,0,0,1382,1382,-1382,0
7000,"Transportation",231,"Traffic Engineering",1,"Administration",0,"Default Sub-Activity",1001,"General",1001,"General",3,"Contractual Services",331,"Rental of City Motor Equipment",0,0,0,0,0,0,0,0,0,75,75,-75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7000,"Transportation",231,"Traffic Engineering",1,"Administration",0,"Default Sub-Activity",3001,"Motor Vehicle",3001,"Motor Vehicle",3,"Contractual Services",305,"Municipal Telephone Exchange",0,0,0,56311,56311,-56311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7000,"Transportation",231,"Traffic Engineering",2,"Traffic Engineering",0,"Default Sub-Activity",1001,"General",1001,"General",4,"Materials and Supplies",418,"Bottle Water Services",0,0,0,0,0,0,0,0,0,0,-3730,3730,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7000,"Transportation",231,"Traffic Engineering",2,"Traffic Engineering",0,"Default Sub-Activity",3001,"Motor Vehicle",3001,"Motor Vehicle",4,"Materials and Supplies",418,"Bottle Water Services",0,0,0,0,0,0,0,0,0,0,3730,-3730,0,0,0,0,-3730,3730,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7000,"Transportation",231,"Traffic Engineering",2,"Traffic Engineering",0,"Default Sub-Activity",3001,"Motor Vehicle",3001,"Motor Vehicle",5,"Equipment - $4,999 or less",506,"Portable Tools and Equipment",0,0,0,0,-125,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7000,"Transportation",231,"Traffic Engineering",68,"Information Technology Expenses",0,"Default Subactivity",1001,"General",1001,"General",0,"Transfers",0,"Unallocable Credits (General)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-20665,-20665,20665,0
7000,"Transportation",232,"Parking ",10,"Off-street Parking",0,"Default Sub-Activity",2076,"Parking Management",2076,"Parking Mgt",3,"Contractual Services",305,"Municipal Telephone Exchange",0,0,0,1914,1914,-1914,0,0,0,2061,2061,-2061,0,0,0,1831,1831,-1831,0,0,0,1572,1572,-1572,0,0,0,1454,1454,-1454,0,0,0,2216,2216,-2216,0
7000,"Transportation",232,"Parking ",10,"Off-street Parking",0,"Default Sub-Activity",2076,"Parking Management",2076,"Parking Mgt",3,"Contractual Services",315,"Gas/Electric/Steam",0,0,0,32735,32735,-32735,0,0,0,25621,25621,-25621,0,0,0,28214,28214,-28214,0,0,0,27229,27229,-27229,0,0,0,20698,20698,-20698,0,0,0,17744,17744,-17744,0
7000,"Transportation",232,"Parking ",10,"Off-street Parking",0,"Default Sub-Activity",2076,"Parking Management",2076,"Parking Mgt",3,"Contractual Services",326,"Other Professional Services",0,0,0,42425,42425,-42425,0,0,0,43424,43424,-43424,0,0,0,49937,49937,-49937,0,0,0,45569,45569,-45569,0,0,0,0,-43688,43688,0,0,0,0,0,0,0
7000,"Transportation",232,"Parking ",10,"Off-street Parking",0,"Default Sub-Activity",2076,"Parking Management",2076,"Parking Mgt",3,"Contractual Services",337,"Sewer and Water Charges (City Agencies)",0,0,0,37571,37571,-37571,0,0,0,55539,55539,-55539,0,0,0,51950,51950,-51950,0,0,0,42891,42891,-42891,0,0,0,0,0,0,0,0,0,0,0,0,0
7000,"Transportation",232,"Parking ",11,"Parking Authority",0,"Default Subactivity",2076,"Parking Management",2076,"Parking Mgt",7,"Grants, Subsidies and Contributions",701,"Support for Individuals and Organizations",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-60000,60000,0,0,0,0,0,0,0
7000,"Transportation",232,"Parking ",32,"Redwood Garage",0,"Default Subactivity",2076,"Parking Management",2076,"Parking Mgt",3,"Contractual Services",316,"Maintenance and Repair of Real Property",0,0,0,-47372,-47372,47372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7000,"Transportation",232,"Parking ",32,"Redwood Garage",0,"Default Subactivity",2076,"Parking Management",2076,"Parking Mgt",3,"Contractual Services",326,"Other Professional Services",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-388,388,0,0,0,0,0,0,0,0,0,0,0,0,0
7000,"Transportation",232,"Parking ",35,"West Street Garage",0,"Default Subactivity",2076,"Parking Management",2076,"Parking Mgt",3,"Contractual Services",316,"Maintenance and Repair of Real Property",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,272866,-272866,0,0,0,0,-272866,272866,0,0,0,0,0,0,0
7000,"Transportation",232,"Parking ",35,"West Street Garage",0,"Default Subactivity",2076,"Parking Management",2076,"Parking Mgt",3,"Contractual Services",338,"Security Alarm System (Educ, OED)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66000,-66000,0,0,0,0,-66000,66000,0,0,0,0,0,0,0
7000,"Transportation",232,"Parking ",36,"Sam Smith Lot",0,"Default Subactivity",2076,"Parking Management",2076,"Parking Mgt",3,"Contractual Services",316,"Maintenance and Repair of Real Property",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-36893,-36893,36893,0,0,0,0,0,0,0,0,0,0,0,0,0
7000,"Transportation",232,"Parking ",44,"Metered Lots",0,"Default Subactivity",2076,"Parking Management",2076,"Parking Mgt",3,"Contractual Services",313,"Rental of Real Property",0,0,0,28389,28389,-28389,0,0,0,28389,28389,-28389,0,0,0,28389,28389,-28389,0,0,0,28389,28389,-28389,0,0,0,28389,28389,-28389,0,0,0,0,0,0,0
7000,"Transportation",232,"Parking ",44,"Metered Lots",0,"Default Subactivity",2076,"Parking Management",2076,"Parking Mgt",3,"Contractual Services",316,"Maintenance and Repair of Real Property",0,0,0,0,0,0,0,0,0,0,1200,-1200,0,0,0,3570,2370,-2370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7000,"Transportation",232,"Parking ",44,"Metered Lots",0,"Default Subactivity",2076,"Parking Management",2076,"Parking Mgt",3,"Contractual Services",365,"Taxes and Licenses",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8269,8269,-8269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7000,"Transportation",232,"Parking ",5,"Parking Management",0,"Default Sub-Activity",2076,"Parking Management",2076,"Parking Mgt",3,"Contractual Services",337,"Sewer and Water Charges (City Agencies)",0,0,0,527,527,-527,0,0,0,527,527,-527,0,0,0,443,443,-443,0,0,0,671,671,-671,0,0,0,817799,817799,-817799,0,0,0,-625920,-625920,625920,0
7000,"Transportation",232,"Parking ",6,"Installation and Maintenance of Meters",0,"Default Sub-Activity",2076,"Parking Management",2076,"Parking Mgt",3,"Contractual Services",310,"Municipal Post Office",0,0,0,154,154,-154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,73,-73,0,0,0,0,0,0,0,0,0,0,0,0,0
7000,"Transportation",232,"Parking ",6,"Installation and Maintenance of Meters",0,"Default Sub-Activity",2076,"Parking Management",2076,"Parking Mgt",3,"Contractual Services",316,"Maintenance and Repair of Real Property",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-136,136,0,0,0,0,0,0,0
7000,"Transportation",232,"Parking ",6,"Installation and Maintenance of Meters",0,"Default Sub-Activity",2076,"Parking Management",2076,"Parking Mgt",4,"Materials and Supplies",403,"Clothing and Footwear",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-10858,10858,0,0,0,0,0,0,0
7000,"Transportation",232,"Parking ",6,"Installation and Maintenance of Meters",0,"Default Sub-Activity",2076,"Parking Management",2076,"Parking Mgt",4,"Materials and Supplies",409,"General Operating and Maintenance Supplies",0,0,0,-36,-36,36,0,0,0,-1689,-1689,1689,0,0,0,-1593,-1593,1593,0,0,0,-892,-892,892,0,0,0,-262,-262,262,0,0,0,-590,-590,590,0
7000,"Transportation",232,"Parking ",8,"Special Parking Services",0,"Default Sub-Activity",2076,"Parking Management",2076,"Parking Mgt",3,"Contractual Services",305,"Municipal Telephone Exchange",0,0,0,464,464,-464,0,0,0,469,469,-469,0,0,0,259,259,-259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7000,"Transportation",232,"Parking ",8,"Special Parking Services",0,"Default Sub-Activity",4000,"Federal",4000,"Unallocated Federal Grants",3,"Contractual Services",322,"Dues",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1800,1800,0,0,0,0,0,0,0
7000,"Transportation",232,"Parking ",9,"On-street Parking Administration",0,"Default Sub-Activity",2076,"Parking Management",2076,"Parking Mgt",3,"Contractual Services",337,"Sewer and Water Charges (City Agencies)",0,0,0,5037,5037,-5037,0,0,0,3129,3129,-3129,0,0,0,5811,5811,-5811,0,0,0,6779,6779,-6779,0,0,0,6703,6703,-6703,0,0,0,3016,3016,-3016,0
7000,"Transportation",233,"Traffic Signals",1,"Sign Fabrication",0,"Default Sub-Activity",1001,"General",1001,"General",0,"Transfers",0,"Unallocable Credits (General)",0,0,0,0,0,0,0,0,0,-12904,-12904,12904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7000,"Transportation",233,"Traffic Signals",1,"Sign Fabrication",0,"Default Sub-Activity",1001,"General",1001,"General",4,"Materials and Supplies",409,"General Operating and Maintenance Supplies",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-61,-61,61,0
7000,"Transportation",233,"Traffic Signals",1,"Sign Fabrication",0,"Default Sub-Activity",3001,"Motor Vehicle",3001,"Motor Vehicle",0,"Transfers",0,"Unallocable Credits (General)",0,0,0,-9685,-9685,9685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7000,"Transportation",233,"Traffic Signals",14,"Construction and Management of Signals",0,"Default Subactivity",1001,"General",1001,"General",4,"Materials and Supplies",409,"General Operating and Maintenance Supplies",0,0,0,0,0,0,0,0,0,0,-134,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7000,"Transportation",233,"Traffic Signals",14,"Construction and Management of Signals",0,"Default Subactivity",3001,"Motor Vehicle",3001,"Motor Vehicle",4,"Materials and Supplies",403,"Clothing and Footwear",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-38,38,0,0,0,0,38,-38,0,0,0,0,0,0,0
7000,"Transportation",233,"Traffic Signals",14,"Construction and Management of Signals",0,"Default Subactivity",3001,"Motor Vehicle",3001,"Motor Vehicle",4,"Materials and Supplies",409,"General Operating and Maintenance Supplies",0,0,0,0,134,-134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7000,"Transportation",233,"Traffic Signals",15,"Electronic Maintenance",0,"Default Subactivity",3001,"Motor Vehicle",3001,"Motor Vehicle",4,"Materials and Supplies",403,"Clothing and Footwear",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-111,111,0,0,0,0,111,-111,0,0,0,0,0,0,0
7000,"Transportation",233,"Traffic Signals",16,"ESCO Payments",0,"Default Subactivity",1001,"General",1001,"General",3,"Contractual Services",352,"Lease Purchase Agreements",0,0,0,0,0,0,0,0,0,836990,836990,-836990,0,0,0,0,0,0,0,0,0,1040450,1040450,-1040450,0,0,0,2080900,2080900,-2080900,0,0,0,1243910,1243910,-1243910,0
7000,"Transportation",233,"Traffic Signals",16,"ESCO Payments",0,"Default Subactivity",3001,"Motor Vehicle",3001,"Motor Vehicle",3,"Contractual Services",352,"Lease Purchase Agreements",0,0,0,418495,418495,-418495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7000,"Transportation",233,"Traffic Signals",26,"Transfers",0,"Default Subactivity",1001,"General",1001,"General",0,"Transfers",0,"Unallocable Credits (General)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-470,-470,470,0,0,0,470,470,-470,0
7000,"Transportation",233,"Traffic Signals",3,"Street Markings",0,"Default Sub-Activity",1001,"General",1001,"General",3,"Contractual Services",325,"Rental of Operating Equipment",0,0,0,0,0,0,0,0,0,194,194,-194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7000,"Transportation",233,"Traffic Signals",3,"Street Markings",0,"Default Sub-Activity",1001,"General",1001,"General",3,"Contractual Services",331,"Rental of City Motor Equipment",0,0,0,0,0,0,0,0,0,75,75,-75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7000,"Transportation",233,"Traffic Signals",3,"Street Markings",0,"Default Sub-Activity",3001,"Motor Vehicle",3001,"Motor Vehicle",3,"Contractual Services",325,"Rental of Operating Equipment",0,0,0,144,144,-144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7000,"Transportation",233,"Traffic Signals",6,"Administration",0,"Default Sub-Activity",1001,"General",1001,"General",3,"Contractual Services",305,"Municipal Telephone Exchange",0,0,0,0,0,0,0,0,0,28224,28224,-28224,0,0,0,1940,1940,-1940,0,0,0,3755,3755,-3755,0,0,0,11990,11990,-11990,0,0,0,11975,11975,-11975,0
7000,"Transportation",233,"Traffic Signals",6,"Administration",0,"Default Sub-Activity",1001,"General",1001,"General",3,"Contractual Services",310,"Municipal Post Office",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,-2,0,0,0,90,90,-90,0,0,0,1,1,-1,0,0,0,0,0,0,0
7000,"Transportation",233,"Traffic Signals",6,"Administration",0,"Default Sub-Activity",1001,"General",1001,"General",3,"Contractual Services",315,"Gas/Electric/Steam",0,0,0,0,0,0,0,0,0,106822,106822,-106822,0,0,0,16365,16365,-16365,0,0,0,13694,13694,-13694,0,0,0,72243,72243,-72243,0,0,0,95143,95143,-95143,0
7000,"Transportation",233,"Traffic Signals",6,"Administration",0,"Default Sub-Activity",1001,"General",1001,"General",3,"Contractual Services",337,"Sewer and Water Charges (City Agencies)",0,0,0,0,0,0,0,0,0,9269,9269,-9269,0,0,0,2664,2664,-2664,0,0,0,639,639,-639,0,0,0,15250,15250,-15250,0,0,0,5080,5080,-5080,0
7000,"Transportation",233,"Traffic Signals",6,"Administration",0,"Default Sub-Activity",3001,"Motor Vehicle",3001,"Motor Vehicle",3,"Contractual Services",305,"Municipal Telephone Exchange",0,0,0,27093,27093,-27093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7000,"Transportation",233,"Traffic Signals",6,"Administration",0,"Default Sub-Activity",3001,"Motor Vehicle",3001,"Motor Vehicle",3,"Contractual Services",310,"Municipal Post Office",0,0,0,12,12,-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
