"GOVCODE","GOVNAME","RESCODE","ENROLLMT","NSCHLS","SCHLVL","AREA","MCCODE","BIGCODE","EMPST","GOVCOMP","GBATLRG","GBELDIST","GBTOT","GBMALE","GBWM","GBBKM","GBWHM","GBBKHM","GBAMIM","GBASM","GBFEM","GBWFEM","GBBKFEM","GBWHFEM","GBBKHFEM","GBAMIFEM","GBASFEM","ABTOT","ABMALE","ABWM","ABBKM","ABWHM","ABBKHM","ABAMIM","ABASM","ABFEM","ABWFEM","ABBKFEM","ABWHFEM","ABBKHFEM","ABAMIFEM","ABASFEM","OOSUPER","OOMISC","OOMALE","OOWM","OOBKM","OOWHM","OOBKHM","OOAMIM","OOASM","OOFEM","OOWFEM","OOBKFEM","OOWHFEM","OOBKHFEM","OOAMIFEM","OOASFEM","FYMMDD","ADVSC","TYPESC"
"035010019","VAIL SCH DIST 20",1,552,2,1,5,"000000000000000000000000000000",1,2,4,5,5,0,3,2,0,1,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,630,2,0
"035010801","PIMA CO JR COLLEGE DIST",1,28766,1,4,1,"000000000000000000000000000000",1,2,4,5,0,5,3,3,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,630,2,0
"035011001","APACHE JCT SCHOOL DIST 43",2,3841,6,3,2,"000000000000000000000000000000",2,NA,NA,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"035011002","CASA GRANDE SCH DIST 4",1,4556,8,1,5,"000000000000000000000000000000",2,2,3,5,5,0,2,1,0,1,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,630,1,2
"035011003","CASA GRANDE UNION H S DIST 82",2,1777,2,2,5,"000000000000000000000000000000",2,NA,NA,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"035011004","COOLIDGE SCHOOL DIST 21",1,2620,4,3,5,"000000000000000000000000000000",2,2,3,4,4,0,3,2,0,1,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,630,1,0
"035011005","ELOY SCH DIST 11",1,1313,4,1,5,"000000000000000000000000000000",2,2,4,5,5,0,3,0,0,3,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,630,2,0
"035011006","FLORENCE UNIFIED SCH DIST 1",1,1047,3,3,5,"000000000000000000000000000000",2,2,3,5,0,5,1,1,0,0,0,0,0,4,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,630,2,0
"035011009","MAMMOTH/SAN MANUEL UNIFIED DIST NO 8",1,1869,5,3,5,"000000000000000000000000000000",2,2,4,4,4,0,3,2,0,1,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,630,2,0
"035011010","MARICOPA SCHOOL DIST 20",1,852,3,3,5,"000000000000000000000000000000",2,2,3,4,4,0,1,1,0,0,0,0,0,3,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,630,2,0
"035011011","ORACLE SCH DIST 2",1,550,3,1,2,"000000000000000000000000000000",2,2,3,5,0,5,4,4,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,630,1,2
"035011012","PICACHO SCH DIST 33",2,160,1,1,2,"000000000000000000000000000000",2,NA,NA,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"035011013","RAY SCHOOL DISTRICT 3",1,1065,3,3,5,"000000000000000000000000000000",2,2,4,5,5,0,3,1,0,2,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,630,2,0
"035011014","RED ROCK SCH DIST 5",1,50,1,1,5,"000000000000000000000000000000",2,2,4,3,0,3,2,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,630,1,2
"035011015","SACATON SCH DIST 18",1,745,2,1,5,"000000000000000000000000000000",2,2,4,5,0,5,3,0,0,0,0,3,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,630,2,0
"035011016","SANTA CRUZ VALLEY UNION HIGH SCH DIST 840",1,477,1,2,5,"000000000000000000000000000000",2,2,3,5,5,0,4,0,0,4,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,630,1,2
"035011017","STANFIELD SCH DIST 24",2,456,1,1,5,"000000000000000000000000000000",2,NA,NA,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"035011018","SUPERIOR SCHOOL DIST 15",1,756,4,3,5,"000000000000000000000000000000",2,2,4,5,5,0,4,0,0,4,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,630,2,0
"035011019","TOLTEC SCH DIST 22",1,458,1,1,5,"000000000000000000000000000000",2,2,4,5,0,5,3,3,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,630,2,0
"035011501","J O COMBS ELEM SCH DIST 44",2,238,1,1,5,"",NA,NA,NA,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"035011801","CENTRAL ARIZONA COLLEGE",2,5196,1,4,1,"000000000000000000000000000000",2,NA,NA,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"035012002","SANTA CRUZ VALLEY SCH DIST 35",1,982,3,1,1,"000000000000000000000000000000",2,2,4,5,5,0,3,1,0,1,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,630,2,0
"035012005","NOGALES UNIFIED SCH DIST NO. 1",1,5967,8,3,5,"000000000000000000000000000000",2,2,3,5,5,0,2,0,0,2,0,0,0,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,630,2,0
"035012006","PATAGONIA ELEM SCH DIST 6",1,109,1,1,5,"000000000000000000000000000000",2,2,4,5,5,0,1,1,0,0,0,0,0,4,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,630,2,0
"035012007","PATAGONIA UNION H SCH DIST 20",1,161,1,3,5,"000000000000000000000000000000",2,2,4,5,5,0,2,1,0,1,0,0,0,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,630,2,0
"035012008","SANTA CRUZ ELEM SCH DIST 28",1,114,1,1,5,"000000000000000000000000000000",2,2,3,5,0,5,3,2,0,1,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,630,1,3
"035012009","SONOITA SCH DIST 25",1,109,1,1,5,"000000000000000000000000000000",2,2,4,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,630,2,0
"035013001","ASH FORK UNIFIED SCH DIST 31",1,188,2,3,4,"030130300300000000000000000000",2,2,3,5,0,5,3,3,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,630,2,0
"035013002","BAGDAD UNIFIED SCH DIST 20",1,569,2,3,5,"000000000000000000000000000000",2,2,4,4,4,0,2,2,0,0,0,0,0,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,630,2,0
"035013004","CAMP VERDE UNIFIED SCH DIST 28",1,1284,2,3,5,"000000000000000000000000000000",2,2,4,5,5,0,2,2,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,630,1,0
"035013005","CANON ELEM SCHOOL DIST 50",1,178,2,1,5,"000000000000000000000000000000",2,2,3,4,4,0,3,3,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,630,2,0
"035013006","CHAMPIE SCH DIST 14",2,5,1,1,5,"",NA,NA,NA,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"035013007","CHINO VALLEY UNIFIED SCH DIST 51",1,1411,3,3,5,"000000000000000000000000000000",2,2,3,5,5,0,2,2,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,630,1,2
"035013008","CONGRESS SCH DIST 17",1,0,1,6,5,"000000000000000000000000000000",2,2,4,2,0,2,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,630,2,0
"035013009","COTTONWOOD-OAK CREEK ELEMENTARY DIST NO 6",1,2719,5,1,5,"000000000000000000000000000000",2,2,3,5,0,5,4,4,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,630,2,0
"035013010","CROWN KING SCH DIST 41",2,14,1,1,2,"000000000000000000000000000000",2,NA,NA,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"035013013","HUMBOLDT UNIFIED SCH DIST 22",1,2684,5,3,5,"000000000000000000000000000000",2,2,4,5,5,0,4,3,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,630,2,0
"035013014","KIRKLAND SCH DIST 23",1,41,1,1,5,"000000000000000000000000000000",2,2,4,4,0,4,1,1,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,630,2,0
"035013015","MAYER UNIFIED SCH DIST 43",1,473,2,3,2,"000000000000000000000000000000",2,2,4,5,5,0,3,3,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,630,2,0
"035013017","PRESCOTT UNIFIED SCH DIST 1",1,4958,9,3,5,"000000000000000000000000000000",2,2,4,5,0,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,630,1,2
"035013020","SELIGMAN UNIFIED SCH DIST 40",1,143,2,3,4,"030130300300000000000000000000",2,2,4,5,5,0,3,3,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,630,2,0
"035013021","SKULL VALLEY SCH DIST 15",2,25,1,1,2,"000000000000000000000000000000",2,NA,NA,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"035013022","HILLSIDE SCH DIST 35",1,24,1,1,5,"000000000000000000000000000000",2,2,4,3,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,630,2,0
"035013023","CLARKSDALE-JEROME ELEM DT NO 3",1,381,1,1,5,"000000000000000000000000000000",2,2,4,3,3,0,1,1,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,630,2,0
"035013024","WALNUT GROVE SCH DIST 7",2,0,0,6,2,"000000000000000000000000000000",2,NA,NA,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"035013026","WILLIAMSON VALLEY SCH DIST 2",1,0,0,6,5,"000000000000000000000000000000",2,2,4,3,0,3,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,630,2,0
"035013027","YARNELL SCH DIST 52",1,65,1,1,5,"000000000000000000000000000000",2,2,4,3,3,0,2,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,630,2,0
"035013501","MINGUS UNION HS DIST 4",1,1144,1,2,5,"000000000000000000000000000000",2,2,4,5,5,0,3,3,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,630,2,0
"035013801","YAVAPAI COLLEGE",1,5742,1,4,1,"000000000000000000000000000000",2,2,3,5,0,5,3,3,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,630,2,0
"035013901","BEAVER CREEK SCHOOL DIST 26",1,195,1,1,5,"000000000000000000000000000000",2,2,4,3,0,3,1,1,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,630,1,2
"035014001","ANTELOPE UNION H SCH DIST 50",1,319,1,2,2,"000000000000000000000000000000",2,2,3,5,5,0,3,3,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,630,2,0
"035014004","CRANE SCH DIST 13",1,4634,6,1,1,"000000000000000000000000000000",1,2,4,5,5,0,2,2,0,0,0,0,0,3,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,630,1,1
"035014005","GADSDEN SCH DIST 32",1,1186,2,1,5,"000000000000000000000000000000",2,2,4,5,5,0,3,1,0,2,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,630,1,1
"035014006","HYDER SCH DIST 16",1,174,1,1,5,"000000000000000000000000000000",2,2,3,5,5,0,2,1,0,1,0,0,0,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,630,1,2
"035014007","MOHAWK VALLEY SCH DIST 17",1,258,1,1,5,"000000000000000000000000000000",2,0,0,5,0,5,2,2,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,630,2,0
"035014012","SOMERTON SCH DIST 11",1,1702,2,1,5,"000000000000000000000000000000",2,2,4,5,5,0,2,1,0,1,0,0,0,3,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,630,2,0
"035014014","WELLTON SCH DIST 24",1,427,1,1,5,"000000000000000000000000000000",2,2,3,5,5,0,1,1,0,0,0,0,0,4,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,630,1,1
"035014016","YUMA ELEM SCH DIST 1",1,7962,14,1,5,"000000000000000000000000000000",1,2,4,5,5,0,4,3,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,630,1,2
"035014017","YUMA UNION HIGH SCH DIST 70",1,5793,3,2,5,"000000000000000000000000000000",1,2,3,5,5,0,3,3,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,630,2,0
"035014701","ARIZONA WESTERN COLLEGE",1,3706,1,4,3,"030140301500000000000000000000",1,2,4,5,0,5,2,2,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,630,1,2
"035015001","BOUSE SCHOOL DISTRICT 26",1,39,1,1,5,"000000000000000000000000000000",2,2,4,3,3,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,630,2,0
"035015002","PARKER SCHOOL DIST 27",1,2225,4,3,5,"000000000000000000000000000000",2,2,4,5,5,0,2,2,0,0,0,0,0,3,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,630,2,0
"035015003","QUARTZSITE SCH DIST 4",2,281,1,1,5,"000000000000000000000000000000",2,NA,NA,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"035015004","SALOME SCHOO DISTRICT 30",1,117,1,1,5,"000000000000000000000000000000",2,2,4,5,0,5,4,4,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,630,2,0
"035015006","WENDEN SCH DIST 19",1,83,1,1,5,"000000000000000000000000000000",2,2,4,5,0,5,3,3,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,630,2,0
"035015007","BICENTENNIAL UNION HIGH SCOOL DIST NO 76",1,144,1,2,5,"000000000000000000000000000000",2,2,4,4,4,0,3,3,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,630,2,0
"037002002","FORT HUACHUCA ACCOMM SCH",1,1584,3,1,1,"000000000000000000000000000000",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,630,1,2
"037002601","COCHISE CO SPL ED COOP",1,0,1,3,1,"000000000000000000000000000000",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,630,2,0
"037005005","DAN HINTON ACCOM SCH 99",1,18,1,5,1,"000000000000000000000000000000",2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,630,2,0
"037006006","GREENLEE CO ACCOM SCHOOL",1,5,1,3,1,"000000000000000000000000000000",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,630,2,0
"037007007","WILLIAMS AFB ACCOM SCH 510",1,447,1,3,1,"000000000000000000000000000000",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,630,1,1
"037007601","MARICOPA COUNTY ACCOMM SCH #512",1,18,1,5,1,"000000000000000000000000000000",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,630,2,0
"037007901","HORSE MESA ACCOM SCH DIST 509",1,349,9,3,1,"000000000000000000000000000000",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,630,1,1
"037009009","NAVAJO CO SPEC SERVICES COOP",1,4,1,5,1,"030010300900000000000000000000",2,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,630,2,0
"037010010","ZIMMERMAN ACCOM SCHOOL",1,7,1,1,1,"000000000000000000000000000000",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,630,2,0
"037010601","PIMA SPL PROGRAM 99",1,0,1,5,1,"030070301000000000000000000000",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,630,2,0
"037011011","MARY C O'BRIEN SCHOOL",1,83,1,1,1,"000000000000000000000000000000",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,630,2,0
"037011601","PINAL CO SPL ED PROGR 99",1,13,1,5,1,"000000000000000000000000000000",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,630,2,0
"045001002","DEWITT SCH DIST 1",1,1395,4,3,4,"040010403500000000000000000000",2,2,2,7,7,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,630,1,2
"045001003","GILLETT SCH DIST 66",1,294,2,3,5,"000000000000000000000000000000",2,0,0,5,5,0,4,4,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,630,1,2
"045001005","STUTTGART SCH DIST 22",1,2392,6,3,5,"000000000000000000000000000000",2,2,4,7,7,0,5,4,1,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,630,1,2
"045001401","HUMPHREY SCH DISTRICT 33",1,302,2,3,4,"040010403500000000000000000000",2,2,4,5,0,5,4,3,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,630,1,2
"045002001","CROSSETT SCH DIST",1,2832,7,3,2,"000000000000000000000000000000",2,2,4,5,5,0,4,3,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,630,2,0
"045002002","FOUNTAIN HILL SCH DIST",1,259,2,3,5,"000000000000000000000000000000",2,2,4,5,0,5,5,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,630,2,0
"045002003","HAMBURG SCH DIST",1,1719,6,3,4,"040020400904022000000000000000",2,2,3,7,0,7,5,4,1,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,630,1,3
"045002004","PARKDALE SCH DIST",1,158,2,3,5,"000000000000000000000000000000",2,2,4,5,5,0,4,3,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,630,1,2
"045003002","TRI-COUNTY SCH DISTRICT",1,159,2,3,4,"040030406504069000000000000000",2,2,4,6,6,0,5,5,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,630,2,0
"045003003","COTTER SCH DIST 60",1,546,2,3,5,"000000000000000000000000000000",2,2,4,6,0,6,4,4,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,630,2,0
